C9orf85	15.0817948148548
C3orf58	15.7701032313443
C11orf24	11.2992140909368
KIAA1468	1.65626271848205
KIAA0100	0.8431068117412
C11orf31	9.99261173937095
C2orf72	3.98602683367105
C11orf54	21.6192864650342
KIAA0930	8.23493351082145
C4orf32	12.0221442261418
C10orf10	4.17766645626555
C19orf66	1.11934172507805
AAMP	11.0379175035624
AASDHPPT	23.3781526507093
ABAT	4.19736902702145
ABCD2	10.1416759063683
ABHD4	5.440138819394
ABTB1	6.4706564183521
ACAD11	11.9442980236698
ACO2	15.7301615232874
ACOT12	10.6901741698653
ACY1	16.4843118310595
ADPRH	23.7178383164766
AGXT	5.67361056246035
KIAA0368	5.01830467299455
ALCAM	4.43774423726535
ALDH1L1	21.1430140703066
ALDH8A1	4.20497407531285
ALKBH3	4.8168047500329
AMACR	7.40185456984095
ANAPC16	21.3480127714987
ANK3	8.1450686003453
APH1A	10.1872966445961
AQP9	8.2168998568669
ARHGAP24	1.39274643943325
ARL2BP	5.95272729875725
ARL4A	22.0793268422001
ARL6IP1	10.6007185705423
ASL	16.544026181746
ATAT1	22.9795422029201
ATG3	16.0442954643239
ATP11C	7.7234308962038
ATP6V0B	12.8087407417827
ATP6V1E1	11.527259998583
AUH	12.9826856300813
AVPR1A	23.749004553589
AZIN1	11.9692027396912
B4GALT5	12.0001594384791
C6orf89	3.20617810689335
TMEM185A	15.9781061358249
C9orf142	23.4768277125055
BCAR1	7.65828309556215
BCO2	3.1094734252134
BDH1	9.95579323095615
BET1	22.0722416435074
BRD7	5.64506540463335
BRI3	10.621636892634
BTG1	23.7071003818207
CALR	1.99090554854665
CARHSP1	5.9180068560406
CASP6	8.43489844838945
CCBE1	11.258465081065
CCDC12	3.0917352748181
CCNG2	22.4684726863958
CCNI	3.7872521454417
CCNY	11.3591912989371
CCT3	20.6869285995146
CCT5	19.1950068942662
CDA	21.9005482907647
CDCP1	22.7074339483265
CDYL	10.8392194084139
CEACAM1	4.19112997920535
CEBPD	13.1294418617694
CENPA	6.69207077965955
CENPV	8.3695319349683
CFL1	2.72986420387295
CGRRF1	15.4415075958334
CHCHD4	14.8843863095086
CHD6	3.80166416343015
